"","ISO","year","best","armconf1"
"1890","LTU",2009,NA,NA
"1891","LTU",2010,NA,NA
"1892","LTU",2011,NA,NA
"1893","LTU",2012,NA,NA
"1894","LTU",2013,NA,NA
"1895","LTU",2014,NA,NA
"1896","LTU",2015,NA,NA
"1897","LTU",2016,NA,NA
"1898","LTU",2017,NA,NA
"1899","LTU",2018,NA,NA
"1900","LTU",2019,NA,NA
"1901","LUX",2000,NA,NA
"1902","LUX",2001,NA,NA
"1903","LUX",2002,NA,NA
"1904","LUX",2003,NA,NA
"1905","LUX",2004,NA,NA
"1906","LUX",2005,NA,NA
"1907","LUX",2006,NA,NA
"1908","LUX",2007,NA,NA
"1909","LUX",2008,NA,NA
"1910","LUX",2009,NA,NA
"1911","LUX",2010,NA,NA
"1912","LUX",2011,NA,NA
"1913","LUX",2012,NA,NA
"1914","LUX",2013,NA,NA
"1915","LUX",2014,NA,NA
"1916","LUX",2015,NA,NA
"1917","LUX",2016,NA,NA
"1918","LUX",2017,NA,NA
"1919","LUX",2018,NA,NA
"1920","LUX",2019,NA,NA
"1921","MKD",2000,3,1
"1922","MKD",2001,1,1
"1923","MKD",2002,NA,NA
"1924","MKD",2003,NA,NA
"1925","MKD",2004,NA,NA
"1926","MKD",2005,NA,NA
"1927","MKD",2006,NA,NA
"1928","MKD",2007,NA,NA
"1929","MKD",2008,NA,NA
"1930","MKD",2009,NA,NA
"1931","MKD",2010,NA,NA
"1932","MKD",2011,NA,NA
"1933","MKD",2012,NA,NA
"1934","MKD",2013,NA,NA
"1935","MKD",2014,NA,NA
"1936","MKD",2015,NA,NA
"1937","MKD",2016,NA,NA
"1938","MKD",2017,NA,NA
"1939","MKD",2018,NA,NA
"1940","MKD",2019,NA,NA
"1941","MDG",2000,NA,NA
"1942","MDG",2001,NA,NA
"1943","MDG",2002,2,1
"1944","MDG",2003,NA,NA
"1945","MDG",2004,NA,NA
"1946","MDG",2005,NA,NA
"1947","MDG",2006,NA,NA
"1948","MDG",2007,NA,NA
"1949","MDG",2008,NA,NA
"1950","MDG",2009,31,1
"1951","MDG",2010,NA,NA
"1952","MDG",2011,NA,NA
"1953","MDG",2012,11,1
"1954","MDG",2013,NA,NA
"1955","MDG",2014,NA,NA
"1956","MDG",2015,NA,NA
"1957","MDG",2016,NA,NA
"1958","MDG",2017,1,1
"1959","MDG",2018,NA,NA
"1960","MDG",2019,NA,NA
"1961","MWI",2000,NA,NA
"1962","MWI",2001,NA,NA
"1963","MWI",2002,NA,NA
"1964","MWI",2003,NA,NA
"1965","MWI",2004,NA,NA
"1966","MWI",2005,NA,NA
"1967","MWI",2006,NA,NA
"1968","MWI",2007,NA,NA
"1969","MWI",2008,NA,NA
"1970","MWI",2009,NA,NA
"1971","MWI",2010,NA,NA
"1972","MWI",2011,NA,NA
"1973","MWI",2012,NA,NA
"1974","MWI",2013,NA,NA
"1975","MWI",2014,NA,NA
"1976","MWI",2015,NA,NA
"1977","MWI",2016,NA,NA
"1978","MWI",2017,NA,NA
"1979","MWI",2018,NA,NA
"1980","MWI",2019,NA,NA
"1981","MYS",2000,NA,NA
"1982","MYS",2001,NA,NA
"1983","MYS",2002,NA,NA
"1984","MYS",2003,NA,NA
"1985","MYS",2004,NA,NA
"1986","MYS",2005,NA,NA
"1987","MYS",2006,NA,NA
"1988","MYS",2007,NA,NA
"1989","MYS",2008,NA,NA
"1990","MYS",2009,NA,NA
"1991","MYS",2010,NA,NA
"1992","MYS",2011,NA,NA
"1993","MYS",2012,NA,NA
"1994","MYS",2013,0,0
"1995","MYS",2014,NA,NA
"1996","MYS",2015,NA,NA
"1997","MYS",2016,NA,NA
"1998","MYS",2017,1,1
"1999","MYS",2018,NA,NA
"2000","MYS",2019,NA,NA
"2001","MDV",2000,NA,NA
"2002","MDV",2001,NA,NA
"2003","MDV",2002,NA,NA
"2004","MDV",2003,NA,NA
"2005","MDV",2004,NA,NA
"2006","MDV",2005,NA,NA
"2007","MDV",2006,NA,NA
"2008","MDV",2007,NA,NA
"2009","MDV",2008,NA,NA
"2010","MDV",2009,NA,NA
"2011","MDV",2010,NA,NA
"2012","MDV",2011,NA,NA
"2013","MDV",2012,NA,NA
"2014","MDV",2013,NA,NA
"2015","MDV",2014,NA,NA
"2016","MDV",2015,NA,NA
"2017","MDV",2016,NA,NA
"2018","MDV",2017,NA,NA
"2019","MDV",2018,NA,NA
"2020","MDV",2019,NA,NA
"2021","MLI",2000,NA,NA
"2022","MLI",2001,NA,NA
"2023","MLI",2002,5,1
"2024","MLI",2003,NA,NA
"2025","MLI",2004,7,1
"2026","MLI",2005,12,1
"2027","MLI",2006,NA,NA
"2028","MLI",2007,10,1
"2029","MLI",2008,5,1
"2030","MLI",2009,3,1
"2031","MLI",2010,6,1
"2032","MLI",2011,1,1
"2033","MLI",2012,3,1
"2034","MLI",2013,19,1
"2035","MLI",2014,1,1
"2036","MLI",2015,1,1
"2037","MLI",2016,2,1
"2038","MLI",2017,3,1
"2039","MLI",2018,3,1
"2040","MLI",2019,NA,NA
"2041","MLT",2000,NA,NA
"2042","MLT",2001,NA,NA
"2043","MLT",2002,NA,NA
"2044","MLT",2003,NA,NA
"2045","MLT",2004,NA,NA
"2046","MLT",2005,NA,NA
"2047","MLT",2006,NA,NA
"2048","MLT",2007,NA,NA
"2049","MLT",2008,NA,NA
"2050","MLT",2009,NA,NA
"2051","MLT",2010,NA,NA
"2052","MLT",2011,NA,NA
"2053","MLT",2012,NA,NA
"2054","MLT",2013,NA,NA
"2055","MLT",2014,NA,NA
"2056","MLT",2015,NA,NA
"2057","MLT",2016,NA,NA
"2058","MLT",2017,NA,NA
"2059","MLT",2018,NA,NA
"2060","MLT",2019,NA,NA
"2061","MHL",2000,NA,NA
"2062","MHL",2001,NA,NA
"2063","MHL",2002,NA,NA
"2064","MHL",2003,NA,NA
"2065","MHL",2004,NA,NA
"2066","MHL",2005,NA,NA
"2067","MHL",2006,NA,NA
"2068","MHL",2007,NA,NA
"2069","MHL",2008,NA,NA
"2070","MHL",2009,NA,NA
"2071","MHL",2010,NA,NA
"2072","MHL",2011,NA,NA
"2073","MHL",2012,NA,NA
"2074","MHL",2013,NA,NA
"2075","MHL",2014,NA,NA
"2076","MHL",2015,NA,NA
"2077","MHL",2016,NA,NA
"2078","MHL",2017,NA,NA
"2079","MHL",2018,NA,NA
"2080","MHL",2019,NA,NA
"2081","MRT",2000,NA,NA
"2082","MRT",2001,NA,NA
"2083","MRT",2002,NA,NA
"2084","MRT",2003,NA,NA
"2085","MRT",2004,NA,NA
"2086","MRT",2005,NA,NA
"2087","MRT",2006,NA,NA
"2088","MRT",2007,4,1
"2089","MRT",2008,12,1
"2090","MRT",2009,1,1
"2091","MRT",2010,1,1
"2092","MRT",2011,3,1
"2093","MRT",2012,1,1
"2094","MRT",2013,NA,NA
"2095","MRT",2014,NA,NA
"2096","MRT",2015,NA,NA
"2097","MRT",2016,NA,NA
"2098","MRT",2017,NA,NA
"2099","MRT",2018,NA,NA
"2100","MRT",2019,NA,NA
"2101","MUS",2000,NA,NA
"2102","MUS",2001,NA,NA
"2103","MUS",2002,NA,NA
"2104","MUS",2003,NA,NA
"2105","MUS",2004,NA,NA
"2106","MUS",2005,NA,NA
"2107","MUS",2006,NA,NA
"2108","MUS",2007,NA,NA
"2109","MUS",2008,NA,NA
"2110","MUS",2009,NA,NA
"2111","MUS",2010,NA,NA
"2112","MUS",2011,NA,NA
"2113","MUS",2012,NA,NA
"2114","MUS",2013,NA,NA
"2115","MUS",2014,NA,NA
"2116","MUS",2015,NA,NA
"2117","MUS",2016,NA,NA
"2118","MUS",2017,NA,NA
"2119","MUS",2018,NA,NA
"2120","MUS",2019,NA,NA
"2121","MEX",2000,NA,NA
"2122","MEX",2001,NA,NA
"2123","MEX",2002,0,0
"2124","MEX",2003,NA,NA
"2125","MEX",2004,1,1
"2126","MEX",2005,82,1
"2127","MEX",2006,0,0
"2128","MEX",2007,5,1
"2129","MEX",2008,6,1
"2130","MEX",2009,3,1
"2131","MEX",2010,1,1
"2132","MEX",2011,111,1
"2133","MEX",2012,1,1
"2134","MEX",2013,17,1
"2135","MEX",2014,2,1
"2136","MEX",2015,1,1
"2137","MEX",2016,1,1
"2138","MEX",2017,0,0
"2139","MEX",2018,1,1
"2140","MEX",2019,NA,NA
"2141","MDA",2000,NA,NA
"2142","MDA",2001,NA,NA
"2143","MDA",2002,NA,NA
"2144","MDA",2003,NA,NA
"2145","MDA",2004,NA,NA
"2146","MDA",2005,NA,NA
"2147","MDA",2006,NA,NA
"2148","MDA",2007,NA,NA
"2149","MDA",2008,NA,NA
"2150","MDA",2009,NA,NA
"2151","MDA",2010,NA,NA
"2152","MDA",2011,NA,NA
"2153","MDA",2012,NA,NA
"2154","MDA",2013,NA,NA
"2155","MDA",2014,NA,NA
"2156","MDA",2015,NA,NA
"2157","MDA",2016,NA,NA
"2158","MDA",2017,NA,NA
"2159","MDA",2018,NA,NA
"2160","MDA",2019,NA,NA
"2161","MNG",2000,NA,NA
"2162","MNG",2001,NA,NA
"2163","MNG",2002,NA,NA
"2164","MNG",2003,NA,NA
"2165","MNG",2004,NA,NA
"2166","MNG",2005,NA,NA
"2167","MNG",2006,NA,NA
"2168","MNG",2007,NA,NA
"2169","MNG",2008,NA,NA
"2170","MNG",2009,NA,NA
"2171","MNG",2010,NA,NA
"2172","MNG",2011,NA,NA
"2173","MNG",2012,NA,NA
"2174","MNG",2013,NA,NA
"2175","MNG",2014,NA,NA
"2176","MNG",2015,NA,NA
"2177","MNG",2016,NA,NA
"2178","MNG",2017,NA,NA
"2179","MNG",2018,NA,NA
"2180","MNG",2019,NA,NA
"2181","MNE",2000,NA,NA
"2182","MNE",2001,NA,NA
"2183","MNE",2002,NA,NA
"2184","MNE",2003,NA,NA
"2185","MNE",2004,NA,NA
"2186","MNE",2005,NA,NA
"2187","MNE",2006,NA,NA
"2188","MNE",2007,NA,NA
"2189","MNE",2008,NA,NA
"2190","MNE",2009,NA,NA
"2191","MNE",2010,NA,NA
"2192","MNE",2011,NA,NA
"2193","MNE",2012,NA,NA
"2194","MNE",2013,NA,NA
"2195","MNE",2014,NA,NA
"2196","MNE",2015,NA,NA
"2197","MNE",2016,NA,NA
"2198","MNE",2017,NA,NA
"2199","MNE",2018,NA,NA
"2200","MNE",2019,NA,NA
"2201","MAR",2000,NA,NA
"2202","MAR",2001,NA,NA
"2203","MAR",2002,NA,NA
"2204","MAR",2003,33,1
"2205","MAR",2004,NA,NA
"2206","MAR",2005,NA,NA
"2207","MAR",2006,NA,NA
"2208","MAR",2007,NA,NA
"2209","MAR",2008,NA,NA
"2210","MAR",2009,NA,NA
"2211","MAR",2010,NA,NA
"2212","MAR",2011,NA,NA
"2213","MAR",2012,NA,NA
"2214","MAR",2013,NA,NA
"2215","MAR",2014,NA,NA
"2216","MAR",2015,NA,NA
"2217","MAR",2016,NA,NA
"2218","MAR",2017,NA,NA
"2219","MAR",2018,NA,NA
"2220","MAR",2019,NA,NA
"2221","MOZ",2000,NA,NA
"2222","MOZ",2001,NA,NA
"2223","MOZ",2002,NA,NA
"2224","MOZ",2003,NA,NA
"2225","MOZ",2004,1,1
"2226","MOZ",2005,12,1
"2227","MOZ",2006,NA,NA
"2228","MOZ",2007,NA,NA
"2229","MOZ",2008,NA,NA
"2230","MOZ",2009,NA,NA
"2231","MOZ",2010,7,1
"2232","MOZ",2011,NA,NA
"2233","MOZ",2012,2,1
"2234","MOZ",2013,1,1
"2235","MOZ",2014,8,1
"2236","MOZ",2015,3,1
"2237","MOZ",2016,0,0
"2238","MOZ",2017,1,1
"2239","MOZ",2018,1,1
"2240","MOZ",2019,NA,NA
"2241","MMR",2000,5,1
"2242","MMR",2001,4,1
"2243","MMR",2002,3,1
"2244","MMR",2003,10,1
"2245","MMR",2004,5,1
"2246","MMR",2005,7,1
"2247","MMR",2006,5,1
"2248","MMR",2007,2,1
"2249","MMR",2008,1,1
"2250","MMR",2009,8,1
"2251","MMR",2010,13,1
"2252","MMR",2011,9,1
"2253","MMR",2012,4,1
"2254","MMR",2013,37,1
"2255","MMR",2014,1,1
"2256","MMR",2015,1,1
"2257","MMR",2016,0,0
"2258","MMR",2017,7,1
"2259","MMR",2018,1,1
"2260","MMR",2019,NA,NA
"2261","NAM",2000,7,1
"2262","NAM",2001,NA,NA
"2263","NAM",2002,5,1
"2264","NAM",2003,NA,NA
"2265","NAM",2004,NA,NA
"2266","NAM",2005,NA,NA
"2267","NAM",2006,NA,NA
"2268","NAM",2007,NA,NA
"2269","NAM",2008,NA,NA
"2270","NAM",2009,NA,NA
"2271","NAM",2010,NA,NA
"2272","NAM",2011,NA,NA
"2273","NAM",2012,NA,NA
"2274","NAM",2013,NA,NA
"2275","NAM",2014,NA,NA
"2276","NAM",2015,NA,NA
"2277","NAM",2016,NA,NA
"2278","NAM",2017,NA,NA
"2279","NAM",2018,NA,NA
"2280","NAM",2019,NA,NA
"2281","NPL",2000,2,1
"2282","NPL",2001,1,1
"2283","NPL",2002,1,1
"2284","NPL",2003,1,1
"2285","NPL",2004,1,1
"2286","NPL",2005,2,1
"2287","NPL",2006,3,1
"2288","NPL",2007,0,0
"2289","NPL",2008,0,0
"2290","NPL",2009,5,1
"2291","NPL",2010,NA,NA
"2292","NPL",2011,NA,NA
"2293","NPL",2012,NA,NA
"2294","NPL",2013,NA,NA
"2295","NPL",2014,NA,NA
"2296","NPL",2015,NA,NA
"2297","NPL",2016,NA,NA
"2298","NPL",2017,NA,NA
"2299","NPL",2018,NA,NA
"2300","NPL",2019,NA,NA
"2301","NLD",2000,NA,NA
"2302","NLD",2001,NA,NA
"2303","NLD",2002,NA,NA
"2304","NLD",2003,NA,NA
"2305","NLD",2004,NA,NA
"2306","NLD",2005,NA,NA
"2307","NLD",2006,NA,NA
"2308","NLD",2007,NA,NA
"2309","NLD",2008,NA,NA
"2310","NLD",2009,NA,NA
"2311","NLD",2010,NA,NA
"2312","NLD",2011,NA,NA
"2313","NLD",2012,NA,NA
"2314","NLD",2013,NA,NA
"2315","NLD",2014,NA,NA
"2316","NLD",2015,0,0
"2317","NLD",2016,NA,NA
"2318","NLD",2017,NA,NA
"2319","NLD",2018,NA,NA
"2320","NLD",2019,NA,NA
"2321","NZL",2000,NA,NA
"2322","NZL",2001,NA,NA
"2323","NZL",2002,NA,NA
"2324","NZL",2003,NA,NA
"2325","NZL",2004,NA,NA
"2326","NZL",2005,NA,NA
"2327","NZL",2006,NA,NA
"2328","NZL",2007,NA,NA
"2329","NZL",2008,NA,NA
"2330","NZL",2009,NA,NA
"2331","NZL",2010,NA,NA
"2332","NZL",2011,NA,NA
"2333","NZL",2012,NA,NA
"2334","NZL",2013,NA,NA
"2335","NZL",2014,NA,NA
"2336","NZL",2015,NA,NA
"2337","NZL",2016,NA,NA
"2338","NZL",2017,NA,NA
"2339","NZL",2018,NA,NA
"2340","NZL",2019,NA,NA
"2341","NIC",2000,NA,NA
"2342","NIC",2001,NA,NA
"2343","NIC",2002,NA,NA
"2344","NIC",2003,NA,NA
"2345","NIC",2004,NA,NA
"2346","NIC",2005,NA,NA
"2347","NIC",2006,NA,NA
"2348","NIC",2007,NA,NA
"2349","NIC",2008,NA,NA
"2350","NIC",2009,NA,NA
"2351","NIC",2010,NA,NA
"2352","NIC",2011,NA,NA
"2353","NIC",2012,NA,NA
"2354","NIC",2013,NA,NA
"2355","NIC",2014,NA,NA
"2356","NIC",2015,NA,NA
"2357","NIC",2016,NA,NA
"2358","NIC",2017,NA,NA
"2359","NIC",2018,NA,NA
"2360","NIC",2019,NA,NA
"2361","NER",2000,NA,NA
"2362","NER",2001,NA,NA
"2363","NER",2002,NA,NA
"2364","NER",2003,NA,NA
"2365","NER",2004,4,1
"2366","NER",2005,NA,NA
"2367","NER",2006,NA,NA
"2368","NER",2007,16,1
"2369","NER",2008,1,1
"2370","NER",2009,NA,NA
"2371","NER",2010,NA,NA
"2372","NER",2011,NA,NA
"2373","NER",2012,1,1
"2374","NER",2013,12,1
"2375","NER",2014,3,1
"2376","NER",2015,57,1
"2377","NER",2016,2,1
"2378","NER",2017,2,1
"2379","NER",2018,1,1
"2380","NER",2019,NA,NA
"2381","NGA",2000,2,1
"2382","NGA",2001,36,1
"2383","NGA",2002,2,1
"2384","NGA",2003,1,1
"2385","NGA",2004,20,1
"2386","NGA",2005,1,1
"2387","NGA",2006,10,1
"2388","NGA",2007,1,1
"2389","NGA",2008,0,0
"2390","NGA",2009,0,0
"2391","NGA",2010,0,0
"2392","NGA",2011,1,1
"2393","NGA",2012,1,1
"2394","NGA",2013,14,1
"2395","NGA",2014,2,1
"2396","NGA",2015,17,1
"2397","NGA",2016,1,1
"2398","NGA",2017,4,1
"2399","NGA",2018,3,1
"2400","NGA",2019,NA,NA
"2401","PRK",2000,NA,NA
"2402","PRK",2001,NA,NA
"2403","PRK",2002,NA,NA
"2404","PRK",2003,NA,NA
"2405","PRK",2004,NA,NA
"2406","PRK",2005,NA,NA
"2407","PRK",2006,NA,NA
"2408","PRK",2007,NA,NA
"2409","PRK",2008,NA,NA
"2410","PRK",2009,NA,NA
"2411","PRK",2010,NA,NA
"2412","PRK",2011,NA,NA
"2413","PRK",2012,NA,NA
"2414","PRK",2013,NA,NA
"2415","PRK",2014,NA,NA
"2416","PRK",2015,NA,NA
"2417","PRK",2016,NA,NA
"2418","PRK",2017,NA,NA
"2419","PRK",2018,NA,NA
"2420","PRK",2019,NA,NA
"2421","NOR",2000,NA,NA
"2422","NOR",2001,NA,NA
"2423","NOR",2002,NA,NA
"2424","NOR",2003,NA,NA
"2425","NOR",2004,NA,NA
"2426","NOR",2005,NA,NA
"2427","NOR",2006,NA,NA
"2428","NOR",2007,NA,NA
"2429","NOR",2008,NA,NA
"2430","NOR",2009,NA,NA
"2431","NOR",2010,NA,NA
"2432","NOR",2011,NA,NA
"2433","NOR",2012,NA,NA
"2434","NOR",2013,NA,NA
"2435","NOR",2014,NA,NA
"2436","NOR",2015,NA,NA
"2437","NOR",2016,NA,NA
"2438","NOR",2017,NA,NA
"2439","NOR",2018,NA,NA
"2440","NOR",2019,NA,NA
"2441","OMN",2000,NA,NA
"2442","OMN",2001,NA,NA
"2443","OMN",2002,NA,NA
"2444","OMN",2003,NA,NA
"2445","OMN",2004,NA,NA
"2446","OMN",2005,NA,NA
"2447","OMN",2006,NA,NA
"2448","OMN",2007,NA,NA
"2449","OMN",2008,NA,NA
"2450","OMN",2009,NA,NA
"2451","OMN",2010,NA,NA
"2452","OMN",2011,NA,NA
"2453","OMN",2012,NA,NA
"2454","OMN",2013,NA,NA
"2455","OMN",2014,NA,NA
"2456","OMN",2015,NA,NA
"2457","OMN",2016,NA,NA
"2458","OMN",2017,NA,NA
"2459","OMN",2018,NA,NA
"2460","OMN",2019,NA,NA
"2461","PAK",2000,1,1
"2462","PAK",2001,3,1
"2463","PAK",2002,1,1
"2464","PAK",2003,1,1
"2465","PAK",2004,15,1
"2466","PAK",2005,1,1
"2467","PAK",2006,15,1
"2468","PAK",2007,4,1
"2469","PAK",2008,1,1
"2470","PAK",2009,0,0
"2471","PAK",2010,1,1
"2472","PAK",2011,1,1
"2473","PAK",2012,1,1
"2474","PAK",2013,1,1
"2475","PAK",2014,1,1
"2476","PAK",2015,1,1
"2477","PAK",2016,2,1
"2478","PAK",2017,1,1
"2479","PAK",2018,1,1
"2480","PAK",2019,NA,NA
"2481","PAN",2000,NA,NA
"2482","PAN",2001,NA,NA
"2483","PAN",2002,NA,NA
"2484","PAN",2003,NA,NA
"2485","PAN",2004,NA,NA
"2486","PAN",2005,NA,NA
"2487","PAN",2006,NA,NA
"2488","PAN",2007,NA,NA
"2489","PAN",2008,NA,NA
"2490","PAN",2009,NA,NA
"2491","PAN",2010,NA,NA
"2492","PAN",2011,NA,NA
"2493","PAN",2012,NA,NA
"2494","PAN",2013,NA,NA
"2495","PAN",2014,NA,NA
"2496","PAN",2015,NA,NA
"2497","PAN",2016,NA,NA
"2498","PAN",2017,NA,NA
"2499","PAN",2018,NA,NA
"2500","PAN",2019,NA,NA
"2501","PNG",2000,3,1
"2502","PNG",2001,4,1
"2503","PNG",2002,1,1
"2504","PNG",2003,NA,NA
"2505","PNG",2004,NA,NA
"2506","PNG",2005,NA,NA
"2507","PNG",2006,NA,NA
"2508","PNG",2007,NA,NA
"2509","PNG",2008,NA,NA
"2510","PNG",2009,NA,NA
"2511","PNG",2010,NA,NA
"2512","PNG",2011,NA,NA
"2513","PNG",2012,51,1
"2514","PNG",2013,NA,NA
"2515","PNG",2014,NA,NA
"2516","PNG",2015,NA,NA
"2517","PNG",2016,NA,NA
"2518","PNG",2017,NA,NA
"2519","PNG",2018,NA,NA
"2520","PNG",2019,NA,NA
"2521","PRY",2000,NA,NA
"2522","PRY",2001,NA,NA
"2523","PRY",2002,NA,NA
"2524","PRY",2003,NA,NA
"2525","PRY",2004,NA,NA
"2526","PRY",2005,NA,NA
"2527","PRY",2006,NA,NA
"2528","PRY",2007,NA,NA
"2529","PRY",2008,NA,NA
"2530","PRY",2009,NA,NA
"2531","PRY",2010,NA,NA
"2532","PRY",2011,NA,NA
"2533","PRY",2012,NA,NA
"2534","PRY",2013,NA,NA
"2535","PRY",2014,NA,NA
"2536","PRY",2015,NA,NA
"2537","PRY",2016,NA,NA
"2538","PRY",2017,NA,NA
"2539","PRY",2018,NA,NA
"2540","PRY",2019,NA,NA
"2541","PER",2000,1,1
"2542","PER",2001,1,1
"2543","PER",2002,10,1
"2544","PER",2003,1,1
"2545","PER",2004,3,1
"2546","PER",2005,0,0
"2547","PER",2006,1,1
"2548","PER",2007,2,1
"2549","PER",2008,2,1
"2550","PER",2009,20,1
"2551","PER",2010,1,1
"2552","PER",2011,1,1
"2553","PER",2012,NA,NA
"2554","PER",2013,3,1
"2555","PER",2014,3,1
"2556","PER",2015,1,1
"2557","PER",2016,10,1
"2558","PER",2017,3,1
"2559","PER",2018,NA,NA
"2560","PER",2019,NA,NA
"2561","PHL",2000,6,1
"2562","PHL",2001,0,0
"2563","PHL",2002,2,1
"2564","PHL",2003,3,1
"2565","PHL",2004,1,1
"2566","PHL",2005,1,1
"2567","PHL",2006,0,0
"2568","PHL",2007,0,0
"2569","PHL",2008,2,1
"2570","PHL",2009,205,1
"2571","PHL",2010,0,0
"2572","PHL",2011,3,1
"2573","PHL",2012,3,1
"2574","PHL",2013,1,1
"2575","PHL",2014,2,1
"2576","PHL",2015,1,1
"2577","PHL",2016,1,1
"2578","PHL",2017,1,1
"2579","PHL",2018,41,1
"2580","PHL",2019,NA,NA
"2581","POL",2000,NA,NA
"2582","POL",2001,NA,NA
"2583","POL",2002,NA,NA
"2584","POL",2003,NA,NA
"2585","POL",2004,NA,NA
"2586","POL",2005,NA,NA
"2587","POL",2006,NA,NA
"2588","POL",2007,NA,NA
"2589","POL",2008,NA,NA
"2590","POL",2009,NA,NA
"2591","POL",2010,NA,NA
"2592","POL",2011,NA,NA
"2593","POL",2012,NA,NA
"2594","POL",2013,NA,NA
"2595","POL",2014,NA,NA
"2596","POL",2015,NA,NA
"2597","POL",2016,NA,NA
"2598","POL",2017,NA,NA
"2599","POL",2018,NA,NA
"2600","POL",2019,NA,NA
"2601","PRT",2000,NA,NA
"2602","PRT",2001,NA,NA
"2603","PRT",2002,NA,NA
"2604","PRT",2003,NA,NA
"2605","PRT",2004,NA,NA
"2606","PRT",2005,NA,NA
"2607","PRT",2006,NA,NA
"2608","PRT",2007,NA,NA
"2609","PRT",2008,NA,NA
"2610","PRT",2009,NA,NA
"2611","PRT",2010,NA,NA
"2612","PRT",2011,NA,NA
"2613","PRT",2012,NA,NA
"2614","PRT",2013,NA,NA
"2615","PRT",2014,NA,NA
"2616","PRT",2015,NA,NA
"2617","PRT",2016,NA,NA
"2618","PRT",2017,NA,NA
"2619","PRT",2018,NA,NA
"2620","PRT",2019,NA,NA
"2621","PRI",2000,NA,NA
"2622","PRI",2001,NA,NA
"2623","PRI",2002,NA,NA
"2624","PRI",2003,NA,NA
"2625","PRI",2004,NA,NA
"2626","PRI",2005,NA,NA
"2627","PRI",2006,NA,NA
"2628","PRI",2007,NA,NA
"2629","PRI",2008,NA,NA
"2630","PRI",2009,NA,NA
"2631","PRI",2010,NA,NA
"2632","PRI",2011,NA,NA
"2633","PRI",2012,NA,NA
"2634","PRI",2013,NA,NA
"2635","PRI",2014,NA,NA
"2636","PRI",2015,NA,NA
"2637","PRI",2016,NA,NA
"2638","PRI",2017,NA,NA
"2639","PRI",2018,NA,NA
"2640","PRI",2019,NA,NA
"2641","QAT",2000,NA,NA
"2642","QAT",2001,NA,NA
"2643","QAT",2002,NA,NA
"2644","QAT",2003,NA,NA
"2645","QAT",2004,0,0
"2646","QAT",2005,NA,NA
"2647","QAT",2006,NA,NA
"2648","QAT",2007,NA,NA
"2649","QAT",2008,NA,NA
"2650","QAT",2009,NA,NA
"2651","QAT",2010,NA,NA
"2652","QAT",2011,NA,NA
"2653","QAT",2012,NA,NA
"2654","QAT",2013,NA,NA
"2655","QAT",2014,NA,NA
"2656","QAT",2015,NA,NA
"2657","QAT",2016,NA,NA
"2658","QAT",2017,NA,NA
"2659","QAT",2018,NA,NA
"2660","QAT",2019,NA,NA
"2661","ROU",2000,NA,NA
"2662","ROU",2001,NA,NA
"2663","ROU",2002,NA,NA
"2664","ROU",2003,NA,NA
"2665","ROU",2004,NA,NA
"2666","ROU",2005,NA,NA
"2667","ROU",2006,NA,NA
"2668","ROU",2007,NA,NA
"2669","ROU",2008,NA,NA
"2670","ROU",2009,NA,NA
"2671","ROU",2010,NA,NA
"2672","ROU",2011,NA,NA
"2673","ROU",2012,NA,NA
"2674","ROU",2013,NA,NA
"2675","ROU",2014,NA,NA
"2676","ROU",2015,NA,NA
"2677","ROU",2016,NA,NA
"2678","ROU",2017,NA,NA
"2679","ROU",2018,NA,NA
"2680","ROU",2019,NA,NA
"2681","RUS",2000,26,1
"2682","RUS",2001,7,1
"2683","RUS",2002,2,1
"2684","RUS",2003,1,1
"2685","RUS",2004,1,1
"2686","RUS",2005,0,0
"2687","RUS",2006,7,1
"2688","RUS",2007,0,0
"2689","RUS",2008,1,1
"2690","RUS",2009,1,1
"2691","RUS",2010,10,1
"2692","RUS",2011,0,0
"2693","RUS",2012,15,1
"2694","RUS",2013,0,0
"2695","RUS",2014,9,1
"2696","RUS",2015,2,1
"2697","RUS",2016,0,0
"2698","RUS",2017,0,0
"2699","RUS",2018,2,1
"2700","RUS",2019,NA,NA
"2701","RWA",2000,NA,NA
"2702","RWA",2001,1684,1
"2703","RWA",2002,NA,NA
"2704","RWA",2003,NA,NA
"2705","RWA",2004,16,1
"2706","RWA",2005,NA,NA
"2707","RWA",2006,NA,NA
"2708","RWA",2007,NA,NA
"2709","RWA",2008,NA,NA
"2710","RWA",2009,2,1
"2711","RWA",2010,NA,NA
"2712","RWA",2011,0,0
"2713","RWA",2012,2,1
"2714","RWA",2013,3,1
"2715","RWA",2014,NA,NA
"2716","RWA",2015,NA,NA
"2717","RWA",2016,1,1
"2718","RWA",2017,1,1
"2719","RWA",2018,6,1
"2720","RWA",2019,NA,NA
"2721","LCA",2000,NA,NA
"2722","LCA",2001,NA,NA
"2723","LCA",2002,NA,NA
"2724","LCA",2003,NA,NA
"2725","LCA",2004,NA,NA
"2726","LCA",2005,NA,NA
"2727","LCA",2006,NA,NA
"2728","LCA",2007,NA,NA
"2729","LCA",2008,NA,NA
"2730","LCA",2009,NA,NA
"2731","LCA",2010,NA,NA
"2732","LCA",2011,NA,NA
"2733","LCA",2012,NA,NA
"2734","LCA",2013,NA,NA
"2735","LCA",2014,NA,NA
"2736","LCA",2015,NA,NA
"2737","LCA",2016,NA,NA
"2738","LCA",2017,NA,NA
