"","ISO","year","best","armconf1"
"90","AGO",2009,24,1
"91","AGO",2010,2,1
"92","AGO",2011,0,0
"93","AGO",2012,NA,NA
"94","AGO",2013,2,1
"95","AGO",2014,0,0
"96","AGO",2015,1,1
"97","AGO",2016,1,1
"98","AGO",2017,1,1
"99","AGO",2018,1,1
"100","AGO",2019,NA,NA
"101","ATG",2000,NA,NA
"102","ATG",2001,NA,NA
"103","ATG",2002,NA,NA
"104","ATG",2003,NA,NA
"105","ATG",2004,NA,NA
"106","ATG",2005,NA,NA
"107","ATG",2006,NA,NA
"108","ATG",2007,NA,NA
"109","ATG",2008,NA,NA
"110","ATG",2009,NA,NA
"111","ATG",2010,NA,NA
"112","ATG",2011,NA,NA
"113","ATG",2012,NA,NA
"114","ATG",2013,NA,NA
"115","ATG",2014,NA,NA
"116","ATG",2015,NA,NA
"117","ATG",2016,NA,NA
"118","ATG",2017,NA,NA
"119","ATG",2018,NA,NA
"120","ATG",2019,NA,NA
"121","ARG",2000,NA,NA
"122","ARG",2001,NA,NA
"123","ARG",2002,NA,NA
"124","ARG",2003,NA,NA
"125","ARG",2004,NA,NA
"126","ARG",2005,NA,NA
"127","ARG",2006,NA,NA
"128","ARG",2007,NA,NA
"129","ARG",2008,NA,NA
"130","ARG",2009,NA,NA
"131","ARG",2010,NA,NA
"132","ARG",2011,NA,NA
"133","ARG",2012,NA,NA
"134","ARG",2013,NA,NA
"135","ARG",2014,NA,NA
"136","ARG",2015,NA,NA
"137","ARG",2016,NA,NA
"138","ARG",2017,NA,NA
"139","ARG",2018,NA,NA
"140","ARG",2019,NA,NA
"141","ARM",2000,NA,NA
"142","ARM",2001,NA,NA
"143","ARM",2002,NA,NA
"144","ARM",2003,NA,NA
"145","ARM",2004,NA,NA
"146","ARM",2005,1,1
"147","ARM",2006,1,1
"148","ARM",2007,NA,NA
"149","ARM",2008,NA,NA
"150","ARM",2009,NA,NA
"151","ARM",2010,NA,NA
"152","ARM",2011,NA,NA
"153","ARM",2012,1,1
"154","ARM",2013,1,1
"155","ARM",2014,NA,NA
"156","ARM",2015,1,1
"157","ARM",2016,4,1
"158","ARM",2017,NA,NA
"159","ARM",2018,1,1
"160","ARM",2019,NA,NA
"161","AUS",2000,NA,NA
"162","AUS",2001,NA,NA
"163","AUS",2002,NA,NA
"164","AUS",2003,NA,NA
"165","AUS",2004,NA,NA
"166","AUS",2005,NA,NA
"167","AUS",2006,NA,NA
"168","AUS",2007,NA,NA
"169","AUS",2008,NA,NA
"170","AUS",2009,NA,NA
"171","AUS",2010,NA,NA
"172","AUS",2011,NA,NA
"173","AUS",2012,NA,NA
"174","AUS",2013,NA,NA
"175","AUS",2014,NA,NA
"176","AUS",2015,NA,NA
"177","AUS",2016,NA,NA
"178","AUS",2017,NA,NA
"179","AUS",2018,1,1
"180","AUS",2019,NA,NA
"181","AUT",2000,NA,NA
"182","AUT",2001,NA,NA
"183","AUT",2002,NA,NA
"184","AUT",2003,NA,NA
"185","AUT",2004,NA,NA
"186","AUT",2005,NA,NA
"187","AUT",2006,NA,NA
"188","AUT",2007,NA,NA
"189","AUT",2008,NA,NA
"190","AUT",2009,NA,NA
"191","AUT",2010,NA,NA
"192","AUT",2011,NA,NA
"193","AUT",2012,NA,NA
"194","AUT",2013,NA,NA
"195","AUT",2014,NA,NA
"196","AUT",2015,NA,NA
"197","AUT",2016,NA,NA
"198","AUT",2017,NA,NA
"199","AUT",2018,NA,NA
"200","AUT",2019,NA,NA
"201","AZE",2000,8,1
"202","AZE",2001,2,1
"203","AZE",2002,NA,NA
"204","AZE",2003,NA,NA
"205","AZE",2004,1,1
"206","AZE",2005,1,1
"207","AZE",2006,1,1
"208","AZE",2007,0,0
"209","AZE",2008,14,1
"210","AZE",2009,3,1
"211","AZE",2010,0,0
"212","AZE",2011,1,1
"213","AZE",2012,1,1
"214","AZE",2013,0,0
"215","AZE",2014,1,1
"216","AZE",2015,1,1
"217","AZE",2016,0,0
"218","AZE",2017,5,1
"219","AZE",2018,1,1
"220","AZE",2019,NA,NA
"221","BHR",2000,NA,NA
"222","BHR",2001,NA,NA
"223","BHR",2002,NA,NA
"224","BHR",2003,NA,NA
"225","BHR",2004,NA,NA
"226","BHR",2005,NA,NA
"227","BHR",2006,NA,NA
"228","BHR",2007,NA,NA
"229","BHR",2008,NA,NA
"230","BHR",2009,NA,NA
"231","BHR",2010,NA,NA
"232","BHR",2011,1,1
"233","BHR",2012,NA,NA
"234","BHR",2013,NA,NA
"235","BHR",2014,NA,NA
"236","BHR",2015,NA,NA
"237","BHR",2016,NA,NA
"238","BHR",2017,NA,NA
"239","BHR",2018,NA,NA
"240","BHR",2019,NA,NA
"241","BGD",2000,11,1
"242","BGD",2001,4,1
"243","BGD",2002,1,1
"244","BGD",2003,0,0
"245","BGD",2004,1,1
"246","BGD",2005,2,1
"247","BGD",2006,3,1
"248","BGD",2007,1,1
"249","BGD",2008,3,1
"250","BGD",2009,1,1
"251","BGD",2010,1,1
"252","BGD",2011,0,0
"253","BGD",2012,1,1
"254","BGD",2013,1,1
"255","BGD",2014,1,1
"256","BGD",2015,1,1
"257","BGD",2016,1,1
"258","BGD",2017,1,1
"259","BGD",2018,1,1
"260","BGD",2019,NA,NA
"261","BRB",2000,NA,NA
"262","BRB",2001,NA,NA
"263","BRB",2002,NA,NA
"264","BRB",2003,NA,NA
"265","BRB",2004,NA,NA
"266","BRB",2005,NA,NA
"267","BRB",2006,NA,NA
"268","BRB",2007,NA,NA
"269","BRB",2008,NA,NA
"270","BRB",2009,NA,NA
"271","BRB",2010,NA,NA
"272","BRB",2011,NA,NA
"273","BRB",2012,NA,NA
"274","BRB",2013,NA,NA
"275","BRB",2014,NA,NA
"276","BRB",2015,NA,NA
"277","BRB",2016,NA,NA
"278","BRB",2017,NA,NA
"279","BRB",2018,NA,NA
"280","BRB",2019,NA,NA
"281","BLR",2000,NA,NA
"282","BLR",2001,NA,NA
"283","BLR",2002,NA,NA
"284","BLR",2003,NA,NA
"285","BLR",2004,NA,NA
"286","BLR",2005,NA,NA
"287","BLR",2006,NA,NA
"288","BLR",2007,NA,NA
"289","BLR",2008,NA,NA
"290","BLR",2009,NA,NA
"291","BLR",2010,NA,NA
"292","BLR",2011,NA,NA
"293","BLR",2012,NA,NA
"294","BLR",2013,NA,NA
"295","BLR",2014,NA,NA
"296","BLR",2015,NA,NA
"297","BLR",2016,NA,NA
"298","BLR",2017,NA,NA
"299","BLR",2018,NA,NA
"300","BLR",2019,NA,NA
"301","BEL",2000,NA,NA
"302","BEL",2001,NA,NA
"303","BEL",2002,NA,NA
"304","BEL",2003,NA,NA
"305","BEL",2004,NA,NA
"306","BEL",2005,NA,NA
"307","BEL",2006,NA,NA
"308","BEL",2007,NA,NA
"309","BEL",2008,NA,NA
"310","BEL",2009,NA,NA
"311","BEL",2010,NA,NA
"312","BEL",2011,NA,NA
"313","BEL",2012,NA,NA
"314","BEL",2013,NA,NA
"315","BEL",2014,NA,NA
"316","BEL",2015,NA,NA
"317","BEL",2016,1,1
"318","BEL",2017,NA,NA
"319","BEL",2018,3,1
"320","BEL",2019,NA,NA
"321","BLZ",2000,NA,NA
"322","BLZ",2001,NA,NA
"323","BLZ",2002,NA,NA
"324","BLZ",2003,NA,NA
"325","BLZ",2004,NA,NA
"326","BLZ",2005,NA,NA
"327","BLZ",2006,NA,NA
"328","BLZ",2007,NA,NA
"329","BLZ",2008,NA,NA
"330","BLZ",2009,NA,NA
"331","BLZ",2010,NA,NA
"332","BLZ",2011,NA,NA
"333","BLZ",2012,NA,NA
"334","BLZ",2013,NA,NA
"335","BLZ",2014,NA,NA
"336","BLZ",2015,NA,NA
"337","BLZ",2016,NA,NA
"338","BLZ",2017,NA,NA
"339","BLZ",2018,NA,NA
"340","BLZ",2019,NA,NA
"341","BEN",2000,NA,NA
"342","BEN",2001,NA,NA
"343","BEN",2002,NA,NA
"344","BEN",2003,NA,NA
"345","BEN",2004,NA,NA
"346","BEN",2005,NA,NA
"347","BEN",2006,NA,NA
"348","BEN",2007,NA,NA
"349","BEN",2008,NA,NA
"350","BEN",2009,NA,NA
"351","BEN",2010,NA,NA
"352","BEN",2011,NA,NA
"353","BEN",2012,NA,NA
"354","BEN",2013,NA,NA
"355","BEN",2014,NA,NA
"356","BEN",2015,NA,NA
"357","BEN",2016,NA,NA
"358","BEN",2017,NA,NA
"359","BEN",2018,NA,NA
"360","BEN",2019,NA,NA
"361","BTN",2000,NA,NA
"362","BTN",2001,NA,NA
"363","BTN",2002,NA,NA
"364","BTN",2003,NA,NA
"365","BTN",2004,0,0
"366","BTN",2005,NA,NA
"367","BTN",2006,NA,NA
"368","BTN",2007,NA,NA
"369","BTN",2008,NA,NA
"370","BTN",2009,NA,NA
"371","BTN",2010,NA,NA
"372","BTN",2011,NA,NA
"373","BTN",2012,NA,NA
"374","BTN",2013,NA,NA
"375","BTN",2014,NA,NA
"376","BTN",2015,NA,NA
"377","BTN",2016,NA,NA
"378","BTN",2017,NA,NA
"379","BTN",2018,NA,NA
"380","BTN",2019,NA,NA
"381","BOL",2000,4,1
"382","BOL",2001,NA,NA
"383","BOL",2002,NA,NA
"384","BOL",2003,NA,NA
"385","BOL",2004,NA,NA
"386","BOL",2005,NA,NA
"387","BOL",2006,NA,NA
"388","BOL",2007,NA,NA
"389","BOL",2008,NA,NA
"390","BOL",2009,NA,NA
"391","BOL",2010,NA,NA
"392","BOL",2011,NA,NA
"393","BOL",2012,NA,NA
"394","BOL",2013,NA,NA
"395","BOL",2014,NA,NA
"396","BOL",2015,NA,NA
"397","BOL",2016,NA,NA
"398","BOL",2017,NA,NA
"399","BOL",2018,NA,NA
"400","BOL",2019,NA,NA
"401","BIH",2000,NA,NA
"402","BIH",2001,NA,NA
"403","BIH",2002,NA,NA
"404","BIH",2003,NA,NA
"405","BIH",2004,NA,NA
"406","BIH",2005,NA,NA
"407","BIH",2006,NA,NA
"408","BIH",2007,NA,NA
"409","BIH",2008,NA,NA
"410","BIH",2009,NA,NA
"411","BIH",2010,NA,NA
"412","BIH",2011,NA,NA
"413","BIH",2012,NA,NA
"414","BIH",2013,NA,NA
"415","BIH",2014,NA,NA
"416","BIH",2015,NA,NA
"417","BIH",2016,NA,NA
"418","BIH",2017,NA,NA
"419","BIH",2018,NA,NA
"420","BIH",2019,NA,NA
"421","BWA",2000,NA,NA
"422","BWA",2001,NA,NA
"423","BWA",2002,NA,NA
"424","BWA",2003,NA,NA
"425","BWA",2004,NA,NA
"426","BWA",2005,NA,NA
"427","BWA",2006,NA,NA
"428","BWA",2007,NA,NA
"429","BWA",2008,NA,NA
"430","BWA",2009,NA,NA
"431","BWA",2010,NA,NA
"432","BWA",2011,NA,NA
"433","BWA",2012,NA,NA
"434","BWA",2013,NA,NA
"435","BWA",2014,NA,NA
"436","BWA",2015,NA,NA
"437","BWA",2016,NA,NA
"438","BWA",2017,NA,NA
"439","BWA",2018,NA,NA
"440","BWA",2019,NA,NA
"441","BRA",2000,6,1
"442","BRA",2001,2,1
"443","BRA",2002,0,0
"444","BRA",2003,3,1
"445","BRA",2004,31,1
"446","BRA",2005,2,1
"447","BRA",2006,8,1
"448","BRA",2007,3,1
"449","BRA",2008,7,1
"450","BRA",2009,0,0
"451","BRA",2010,4,1
"452","BRA",2011,26,1
"453","BRA",2012,6,1
"454","BRA",2013,4,1
"455","BRA",2014,1,1
"456","BRA",2015,1,1
"457","BRA",2016,2,1
"458","BRA",2017,56,1
"459","BRA",2018,2,1
"460","BRA",2019,NA,NA
"461","BRN",2000,NA,NA
"462","BRN",2001,NA,NA
"463","BRN",2002,NA,NA
"464","BRN",2003,NA,NA
"465","BRN",2004,NA,NA
"466","BRN",2005,NA,NA
"467","BRN",2006,NA,NA
"468","BRN",2007,NA,NA
"469","BRN",2008,NA,NA
"470","BRN",2009,NA,NA
"471","BRN",2010,NA,NA
"472","BRN",2011,NA,NA
"473","BRN",2012,NA,NA
"474","BRN",2013,NA,NA
"475","BRN",2014,NA,NA
"476","BRN",2015,NA,NA
"477","BRN",2016,NA,NA
"478","BRN",2017,NA,NA
"479","BRN",2018,NA,NA
"480","BRN",2019,NA,NA
"481","BGR",2000,NA,NA
"482","BGR",2001,NA,NA
"483","BGR",2002,NA,NA
"484","BGR",2003,NA,NA
"485","BGR",2004,NA,NA
"486","BGR",2005,NA,NA
"487","BGR",2006,NA,NA
"488","BGR",2007,NA,NA
"489","BGR",2008,NA,NA
"490","BGR",2009,NA,NA
"491","BGR",2010,NA,NA
"492","BGR",2011,NA,NA
"493","BGR",2012,NA,NA
"494","BGR",2013,NA,NA
"495","BGR",2014,NA,NA
"496","BGR",2015,NA,NA
"497","BGR",2016,NA,NA
"498","BGR",2017,NA,NA
"499","BGR",2018,NA,NA
"500","BGR",2019,NA,NA
"501","BFA",2000,NA,NA
"502","BFA",2001,NA,NA
"503","BFA",2002,NA,NA
"504","BFA",2003,NA,NA
"505","BFA",2004,NA,NA
"506","BFA",2005,NA,NA
"507","BFA",2006,NA,NA
"508","BFA",2007,NA,NA
"509","BFA",2008,NA,NA
"510","BFA",2009,NA,NA
"511","BFA",2010,NA,NA
"512","BFA",2011,NA,NA
"513","BFA",2012,NA,NA
"514","BFA",2013,NA,NA
"515","BFA",2014,NA,NA
"516","BFA",2015,NA,NA
"517","BFA",2016,25,1
"518","BFA",2017,1,1
"519","BFA",2018,1,1
"520","BFA",2019,NA,NA
"521","BDI",2000,18,1
"522","BDI",2001,2,1
"523","BDI",2002,4,1
"524","BDI",2003,10,1
"525","BDI",2004,1,1
"526","BDI",2005,19,1
"527","BDI",2006,49,1
"528","BDI",2007,2,1
"529","BDI",2008,5,1
"530","BDI",2009,NA,NA
"531","BDI",2010,NA,NA
"532","BDI",2011,1,1
"533","BDI",2012,9,1
"534","BDI",2013,9,1
"535","BDI",2014,5,1
"536","BDI",2015,1,1
"537","BDI",2016,1,1
"538","BDI",2017,0,0
"539","BDI",2018,1,1
"540","BDI",2019,NA,NA
"541","KHM",2000,1,1
"542","KHM",2001,NA,NA
"543","KHM",2002,NA,NA
"544","KHM",2003,1,1
"545","KHM",2004,NA,NA
"546","KHM",2005,NA,NA
"547","KHM",2006,NA,NA
"548","KHM",2007,2,1
"549","KHM",2008,2,1
"550","KHM",2009,2,1
"551","KHM",2010,NA,NA
"552","KHM",2011,0,0
"553","KHM",2012,1,1
"554","KHM",2013,NA,NA
"555","KHM",2014,NA,NA
"556","KHM",2015,NA,NA
"557","KHM",2016,NA,NA
"558","KHM",2017,NA,NA
"559","KHM",2018,NA,NA
"560","KHM",2019,NA,NA
"561","CMR",2000,0,0
"562","CMR",2001,0,0
"563","CMR",2002,NA,NA
"564","CMR",2003,NA,NA
"565","CMR",2004,0,0
"566","CMR",2005,0,0
"567","CMR",2006,NA,NA
"568","CMR",2007,NA,NA
"569","CMR",2008,0,0
"570","CMR",2009,0,0
"571","CMR",2010,NA,NA
"572","CMR",2011,NA,NA
"573","CMR",2012,NA,NA
"574","CMR",2013,1,1
"575","CMR",2014,2,1
"576","CMR",2015,30,1
"577","CMR",2016,2,1
"578","CMR",2017,11,1
"579","CMR",2018,2,1
"580","CMR",2019,NA,NA
"581","CAN",2000,7,1
"582","CAN",2001,1,1
"583","CAN",2002,NA,NA
"584","CAN",2003,NA,NA
"585","CAN",2004,NA,NA
"586","CAN",2005,NA,NA
"587","CAN",2006,NA,NA
"588","CAN",2007,NA,NA
"589","CAN",2008,NA,NA
"590","CAN",2009,NA,NA
"591","CAN",2010,NA,NA
"592","CAN",2011,NA,NA
"593","CAN",2012,NA,NA
"594","CAN",2013,NA,NA
"595","CAN",2014,NA,NA
"596","CAN",2015,NA,NA
"597","CAN",2016,NA,NA
"598","CAN",2017,NA,NA
"599","CAN",2018,NA,NA
"600","CAN",2019,NA,NA
"601","CPV",2000,NA,NA
"602","CPV",2001,NA,NA
"603","CPV",2002,NA,NA
"604","CPV",2003,NA,NA
"605","CPV",2004,NA,NA
"606","CPV",2005,NA,NA
"607","CPV",2006,NA,NA
"608","CPV",2007,NA,NA
"609","CPV",2008,NA,NA
"610","CPV",2009,NA,NA
"611","CPV",2010,NA,NA
"612","CPV",2011,NA,NA
"613","CPV",2012,NA,NA
"614","CPV",2013,NA,NA
"615","CPV",2014,NA,NA
"616","CPV",2015,NA,NA
"617","CPV",2016,NA,NA
"618","CPV",2017,NA,NA
"619","CPV",2018,NA,NA
"620","CPV",2019,NA,NA
"621","CAF",2000,6,1
"622","CAF",2001,0,0
"623","CAF",2002,5,1
"624","CAF",2003,13,1
"625","CAF",2004,2,1
"626","CAF",2005,1,1
"627","CAF",2006,15,1
"628","CAF",2007,2,1
"629","CAF",2008,1,1
"630","CAF",2009,3,1
"631","CAF",2010,3,1
"632","CAF",2011,4,1
"633","CAF",2012,4,1
"634","CAF",2013,2,1
"635","CAF",2014,3,1
"636","CAF",2015,5,1
"637","CAF",2016,1,1
"638","CAF",2017,2,1
"639","CAF",2018,1,1
"640","CAF",2019,NA,NA
"641","TCD",2000,4,1
"642","TCD",2001,126,1
"643","TCD",2002,5,1
"644","TCD",2003,0,0
"645","TCD",2004,4,1
"646","TCD",2005,100,1
"647","TCD",2006,197,1
"648","TCD",2007,2,1
"649","TCD",2008,540,1
"650","TCD",2009,1,1
"651","TCD",2010,4,1
"652","TCD",2011,NA,NA
"653","TCD",2012,NA,NA
"654","TCD",2013,NA,NA
"655","TCD",2014,6,1
"656","TCD",2015,3,1
"657","TCD",2016,1,1
"658","TCD",2017,3,1
"659","TCD",2018,18,1
"660","TCD",2019,NA,NA
"661","CHL",2000,NA,NA
"662","CHL",2001,NA,NA
"663","CHL",2002,NA,NA
"664","CHL",2003,NA,NA
"665","CHL",2004,NA,NA
"666","CHL",2005,NA,NA
"667","CHL",2006,NA,NA
"668","CHL",2007,NA,NA
"669","CHL",2008,NA,NA
"670","CHL",2009,NA,NA
"671","CHL",2010,NA,NA
"672","CHL",2011,NA,NA
"673","CHL",2012,NA,NA
"674","CHL",2013,NA,NA
"675","CHL",2014,NA,NA
"676","CHL",2015,NA,NA
"677","CHL",2016,NA,NA
"678","CHL",2017,NA,NA
"679","CHL",2018,NA,NA
"680","CHL",2019,NA,NA
"681","CHN",2000,NA,NA
"682","CHN",2001,NA,NA
"683","CHN",2002,NA,NA
"684","CHN",2003,NA,NA
"685","CHN",2004,NA,NA
"686","CHN",2005,2,1
"687","CHN",2006,NA,NA
"688","CHN",2007,0,0
"689","CHN",2008,1,1
"690","CHN",2009,1,1
"691","CHN",2010,NA,NA
"692","CHN",2011,NA,NA
"693","CHN",2012,NA,NA
"694","CHN",2013,NA,NA
"695","CHN",2014,NA,NA
"696","CHN",2015,5,1
"697","CHN",2016,NA,NA
"698","CHN",2017,3,1
"699","CHN",2018,NA,NA
"700","CHN",2019,NA,NA
"701","COL",2000,1,1
"702","COL",2001,2,1
"703","COL",2002,13,1
"704","COL",2003,8,1
"705","COL",2004,5,1
"706","COL",2005,1,1
"707","COL",2006,15,1
"708","COL",2007,2,1
"709","COL",2008,1,1
"710","COL",2009,22,1
"711","COL",2010,25,1
"712","COL",2011,1,1
"713","COL",2012,0,0
"714","COL",2013,0,0
"715","COL",2014,1,1
"716","COL",2015,4,1
"717","COL",2016,1,1
"718","COL",2017,1,1
"719","COL",2018,1,1
"720","COL",2019,NA,NA
"721","COM",2000,NA,NA
"722","COM",2001,NA,NA
"723","COM",2002,NA,NA
"724","COM",2003,NA,NA
"725","COM",2004,NA,NA
"726","COM",2005,NA,NA
"727","COM",2006,NA,NA
"728","COM",2007,NA,NA
"729","COM",2008,NA,NA
"730","COM",2009,NA,NA
"731","COM",2010,NA,NA
"732","COM",2011,NA,NA
"733","COM",2012,NA,NA
"734","COM",2013,NA,NA
"735","COM",2014,NA,NA
"736","COM",2015,NA,NA
"737","COM",2016,NA,NA
"738","COM",2017,NA,NA
"739","COM",2018,NA,NA
"740","COM",2019,NA,NA
"741","COG",2000,NA,NA
"742","COG",2001,3,1
"743","COG",2002,3,1
"744","COG",2003,2,1
"745","COG",2004,NA,NA
"746","COG",2005,2,1
"747","COG",2006,NA,NA
"748","COG",2007,2,1
"749","COG",2008,1,1
"750","COG",2009,NA,NA
"751","COG",2010,NA,NA
"752","COG",2011,1,1
"753","COG",2012,1,1
"754","COG",2013,NA,NA
"755","COG",2014,NA,NA
"756","COG",2015,0,0
"757","COG",2016,17,1
"758","COG",2017,15,1
"759","COG",2018,NA,NA
"760","COG",2019,NA,NA
"761","CRI",2000,NA,NA
"762","CRI",2001,NA,NA
"763","CRI",2002,NA,NA
"764","CRI",2003,NA,NA
"765","CRI",2004,NA,NA
"766","CRI",2005,NA,NA
"767","CRI",2006,NA,NA
"768","CRI",2007,NA,NA
"769","CRI",2008,NA,NA
"770","CRI",2009,NA,NA
"771","CRI",2010,NA,NA
"772","CRI",2011,NA,NA
"773","CRI",2012,NA,NA
"774","CRI",2013,NA,NA
"775","CRI",2014,NA,NA
"776","CRI",2015,NA,NA
"777","CRI",2016,NA,NA
"778","CRI",2017,NA,NA
"779","CRI",2018,NA,NA
"780","CRI",2019,NA,NA
"781","CIV",2000,1,1
"782","CIV",2001,2,1
"783","CIV",2002,8,1
"784","CIV",2003,4,1
"785","CIV",2004,20,1
"786","CIV",2005,0,0
"787","CIV",2006,3,1
"788","CIV",2007,1,1
"789","CIV",2008,1,1
"790","CIV",2009,1,1
"791","CIV",2010,2,1
"792","CIV",2011,12,1
"793","CIV",2012,1,1
"794","CIV",2013,0,0
"795","CIV",2014,NA,NA
"796","CIV",2015,NA,NA
"797","CIV",2016,16,1
"798","CIV",2017,NA,NA
"799","CIV",2018,NA,NA
"800","CIV",2019,NA,NA
"801","HRV",2000,NA,NA
"802","HRV",2001,NA,NA
"803","HRV",2002,NA,NA
"804","HRV",2003,NA,NA
"805","HRV",2004,NA,NA
"806","HRV",2005,NA,NA
"807","HRV",2006,NA,NA
"808","HRV",2007,NA,NA
"809","HRV",2008,NA,NA
"810","HRV",2009,NA,NA
"811","HRV",2010,NA,NA
"812","HRV",2011,NA,NA
"813","HRV",2012,NA,NA
"814","HRV",2013,NA,NA
"815","HRV",2014,NA,NA
"816","HRV",2015,NA,NA
"817","HRV",2016,NA,NA
"818","HRV",2017,NA,NA
"819","HRV",2018,NA,NA
"820","HRV",2019,NA,NA
"821","CUB",2000,NA,NA
"822","CUB",2001,NA,NA
"823","CUB",2002,NA,NA
"824","CUB",2003,NA,NA
"825","CUB",2004,NA,NA
"826","CUB",2005,NA,NA
"827","CUB",2006,NA,NA
"828","CUB",2007,NA,NA
"829","CUB",2008,NA,NA
"830","CUB",2009,NA,NA
"831","CUB",2010,NA,NA
"832","CUB",2011,NA,NA
"833","CUB",2012,NA,NA
"834","CUB",2013,NA,NA
"835","CUB",2014,NA,NA
"836","CUB",2015,NA,NA
"837","CUB",2016,NA,NA
"838","CUB",2017,NA,NA
"839","CUB",2018,NA,NA
"840","CUB",2019,NA,NA
"841","CYP",2000,NA,NA
"842","CYP",2001,NA,NA
"843","CYP",2002,NA,NA
"844","CYP",2003,NA,NA
"845","CYP",2004,NA,NA
"846","CYP",2005,NA,NA
"847","CYP",2006,NA,NA
"848","CYP",2007,NA,NA
"849","CYP",2008,NA,NA
"850","CYP",2009,NA,NA
"851","CYP",2010,NA,NA
"852","CYP",2011,NA,NA
"853","CYP",2012,NA,NA
"854","CYP",2013,NA,NA
"855","CYP",2014,NA,NA
"856","CYP",2015,NA,NA
"857","CYP",2016,NA,NA
"858","CYP",2017,NA,NA
"859","CYP",2018,NA,NA
"860","CYP",2019,NA,NA
"861","CZE",2000,NA,NA
"862","CZE",2001,NA,NA
"863","CZE",2002,NA,NA
"864","CZE",2003,NA,NA
"865","CZE",2004,NA,NA
"866","CZE",2005,NA,NA
"867","CZE",2006,NA,NA
"868","CZE",2007,NA,NA
"869","CZE",2008,NA,NA
"870","CZE",2009,NA,NA
"871","CZE",2010,NA,NA
"872","CZE",2011,NA,NA
"873","CZE",2012,NA,NA
"874","CZE",2013,NA,NA
"875","CZE",2014,NA,NA
"876","CZE",2015,NA,NA
"877","CZE",2016,NA,NA
"878","CZE",2017,NA,NA
"879","CZE",2018,NA,NA
"880","CZE",2019,NA,NA
"881","COD",2000,150,1
"882","COD",2001,0,0
"883","COD",2002,3,1
"884","COD",2003,0,0
"885","COD",2004,1,1
"886","COD",2005,9,1
"887","COD",2006,8,1
"888","COD",2007,4,1
"889","COD",2008,1,1
"890","COD",2009,10,1
"891","COD",2010,1,1
"892","COD",2011,1,1
"893","COD",2012,2,1
"894","COD",2013,1,1
"895","COD",2014,2,1
"896","COD",2015,3,1
"897","COD",2016,3,1
"898","COD",2017,4,1
"899","COD",2018,2,1
"900","COD",2019,NA,NA
"901","DNK",2000,NA,NA
"902","DNK",2001,NA,NA
"903","DNK",2002,NA,NA
"904","DNK",2003,NA,NA
"905","DNK",2004,NA,NA
"906","DNK",2005,NA,NA
"907","DNK",2006,NA,NA
"908","DNK",2007,NA,NA
"909","DNK",2008,NA,NA
"910","DNK",2009,NA,NA
"911","DNK",2010,NA,NA
"912","DNK",2011,NA,NA
"913","DNK",2012,NA,NA
"914","DNK",2013,NA,NA
"915","DNK",2014,NA,NA
"916","DNK",2015,NA,NA
"917","DNK",2016,NA,NA
"918","DNK",2017,NA,NA
"919","DNK",2018,NA,NA
"920","DNK",2019,NA,NA
"921","DJI",2000,NA,NA
"922","DJI",2001,NA,NA
"923","DJI",2002,NA,NA
"924","DJI",2003,NA,NA
"925","DJI",2004,NA,NA
"926","DJI",2005,NA,NA
"927","DJI",2006,NA,NA
"928","DJI",2007,NA,NA
"929","DJI",2008,2,1
"930","DJI",2009,NA,NA
"931","DJI",2010,NA,NA
"932","DJI",2011,NA,NA
"933","DJI",2012,NA,NA
"934","DJI",2013,NA,NA
"935","DJI",2014,1,1
"936","DJI",2015,NA,NA
"937","DJI",2016,NA,NA
"938","DJI",2017,NA,NA
"939","DJI",2018,6,1
"940","DJI",2019,NA,NA
"941","DMA",2000,NA,NA
"942","DMA",2001,NA,NA
"943","DMA",2002,NA,NA
"944","DMA",2003,NA,NA
"945","DMA",2004,NA,NA
"946","DMA",2005,NA,NA
"947","DMA",2006,NA,NA
"948","DMA",2007,NA,NA
"949","DMA",2008,NA,NA
"950","DMA",2009,NA,NA
"951","DMA",2010,NA,NA
"952","DMA",2011,NA,NA
"953","DMA",2012,NA,NA
"954","DMA",2013,NA,NA
"955","DMA",2014,NA,NA
"956","DMA",2015,NA,NA
"957","DMA",2016,NA,NA
"958","DMA",2017,NA,NA
"959","DMA",2018,NA,NA
"960","DMA",2019,NA,NA
"961","DOM",2000,NA,NA
"962","DOM",2001,NA,NA
"963","DOM",2002,NA,NA
"964","DOM",2003,NA,NA
"965","DOM",2004,NA,NA
"966","DOM",2005,NA,NA
"967","DOM",2006,NA,NA
"968","DOM",2007,NA,NA
"969","DOM",2008,NA,NA
"970","DOM",2009,NA,NA
"971","DOM",2010,NA,NA
"972","DOM",2011,NA,NA
"973","DOM",2012,NA,NA
"974","DOM",2013,NA,NA
"975","DOM",2014,NA,NA
"976","DOM",2015,NA,NA
"977","DOM",2016,NA,NA
"978","DOM",2017,NA,NA
"979","DOM",2018,NA,NA
"980","DOM",2019,NA,NA
"981","ECU",2000,NA,NA
"982","ECU",2001,2,1
"983","ECU",2002,NA,NA
"984","ECU",2003,26,1
"985","ECU",2004,NA,NA
"986","ECU",2005,NA,NA
"987","ECU",2006,NA,NA
"988","ECU",2007,NA,NA
"989","ECU",2008,25,1
"990","ECU",2009,NA,NA
"991","ECU",2010,NA,NA
"992","ECU",2011,NA,NA
"993","ECU",2012,NA,NA
"994","ECU",2013,NA,NA
"995","ECU",2014,NA,NA
